segment_id,relative_ms,sensor,r_m,theta_deg,gt_r_m,gt_theta_deg
5,980.0,R,2.045,18.0,2.000,10.0
5,1070.0,R,2.050,17.9,2.000,10.0
5,1160.0,R,2.049,17.9,2.000,10.0
5,1250.0,R,2.045,17.9,2.000,10.0
5,1340.0,R,2.039,17.9,2.000,10.0
5,1430.0,R,2.037,18.2,2.000,10.0
5,1520.0,R,2.042,18.4,2.000,10.0
5,1610.0,R,2.048,18.8,2.000,10.0
5,1700.0,R,2.053,19.1,2.000,10.0
5,1780.0,R,2.055,19.4,2.000,10.0
5,1870.0,R,2.057,19.4,2.000,10.0
5,1960.0,R,2.058,19.4,2.000,10.0
5,2050.0,R,2.059,19.3,2.000,10.0
5,2140.0,R,2.059,19.1,2.000,10.0
5,2230.0,R,2.059,19.0,2.000,10.0
5,2252.0,W,2.811,NAN,2.000,10.0
5,2320.0,R,2.057,18.8,2.000,10.0
5,2410.0,R,2.054,18.7,2.000,10.0
5,2500.0,R,2.052,18.8,2.000,10.0
5,2590.0,R,2.049,18.9,2.000,10.0
5,2670.0,R,2.048,19.1,2.000,10.0
5,2760.0,R,2.047,19.3,2.000,10.0
5,2764.0,W,2.810,NAN,2.000,10.0
5,2850.0,R,2.046,19.4,2.000,10.0
5,2940.0,R,2.045,19.6,2.000,10.0
5,3030.0,R,2.045,19.6,2.000,10.0
5,3120.0,R,2.044,19.4,2.000,10.0
5,3210.0,R,2.043,19.3,2.000,10.0
5,3276.0,W,3.045,NAN,2.000,10.0
5,3300.0,R,2.042,19.2,2.000,10.0
5,3390.0,R,2.044,19.2,2.000,10.0
5,3480.0,R,2.046,19.1,2.000,10.0
5,3560.0,R,2.049,18.9,2.000,10.0
5,3650.0,R,2.055,18.5,2.000,10.0
5,3740.0,R,2.077,17.1,2.000,10.0
5,3789.0,W,3.045,NAN,2.000,10.0
5,3830.0,R,2.091,16.4,2.000,10.0
5,3920.0,R,2.095,16.4,2.000,10.0
5,4010.0,R,2.096,16.5,2.000,10.0
5,4100.0,R,2.096,16.7,2.000,10.0
5,4190.0,R,2.085,17.3,2.000,10.0
5,4280.0,R,2.068,18.2,2.000,10.0
5,4301.0,W,2.810,NAN,2.000,10.0
5,4370.0,R,2.051,19.2,2.000,10.0
5,4450.0,R,2.038,20.0,2.000,10.0
5,4540.0,R,2.024,20.1,2.000,10.0
5,4630.0,R,2.019,20.2,2.000,10.0
5,4709.0,W,2.810,NAN,2.000,10.0
5,4720.0,R,2.014,20.2,2.000,10.0
5,4810.0,R,2.009,20.0,2.000,10.0
5,4900.0,R,2.004,19.8,2.000,10.0
5,4990.0,R,2.001,19.4,2.000,10.0
5,5080.0,R,2.000,18.4,2.000,10.0
5,5170.0,R,2.012,15.8,2.000,10.0
5,5222.0,W,2.810,NAN,2.000,10.0
5,5250.0,R,2.034,13.2,2.000,10.0
5,5340.0,R,2.044,11.5,2.000,10.0
5,5430.0,R,2.045,10.8,2.000,10.0
5,5520.0,R,2.045,10.3,2.000,10.0
5,5610.0,R,2.044,10.4,2.000,10.0
5,5700.0,R,2.046,10.6,2.000,10.0
5,5733.0,W,2.810,NAN,2.000,10.0
5,5790.0,R,2.053,10.8,2.000,10.0
5,5880.0,R,2.060,11.0,2.000,10.0
5,5970.0,R,2.078,11.6,2.000,10.0
5,6060.0,R,2.092,12.1,2.000,10.0
5,6140.0,R,2.102,12.6,2.000,10.0
5,6230.0,R,2.111,12.7,2.000,10.0
5,6245.0,W,3.045,NAN,2.000,10.0
5,6320.0,R,2.113,13.0,2.000,10.0
5,6410.0,R,2.112,13.9,2.000,10.0
5,6500.0,R,2.107,14.7,2.000,10.0
5,6590.0,R,2.098,15.5,2.000,10.0
5,6680.0,R,2.081,17.7,2.000,10.0
5,6758.0,W,2.810,NAN,2.000,10.0
5,6770.0,R,2.079,19.9,2.000,10.0
5,6860.0,R,2.073,21.6,2.000,10.0
5,6950.0,R,2.056,22.5,2.000,10.0
5,7030.0,R,2.032,23.3,2.000,10.0
5,7120.0,R,2.008,24.1,2.000,10.0
5,7210.0,R,1.991,24.3,2.000,10.0
5,7271.0,W,2.810,NAN,2.000,10.0
5,7300.0,R,1.988,24.4,2.000,10.0
5,7390.0,R,1.991,24.5,2.000,10.0
5,7480.0,R,1.999,24.5,2.000,10.0
5,7570.0,R,2.002,24.6,2.000,10.0
5,7660.0,R,2.008,24.8,2.000,10.0
5,7750.0,R,2.014,25.1,2.000,10.0
5,7781.0,W,2.811,NAN,2.000,10.0
5,7840.0,R,2.020,25.3,2.000,10.0
5,7920.0,R,2.025,25.4,2.000,10.0
5,8010.0,R,2.027,25.7,2.000,10.0
5,8100.0,R,2.026,25.9,2.000,10.0
5,8190.0,R,2.023,25.8,2.000,10.0
5,8280.0,R,2.014,25.5,2.000,10.0
5,8293.0,W,2.810,NAN,2.000,10.0
5,8370.0,R,2.002,25.1,2.000,10.0
5,8460.0,R,1.972,23.8,2.000,10.0
5,8550.0,R,1.951,21.9,2.000,10.0
5,8640.0,R,1.952,19.1,2.000,10.0
5,8703.0,W,2.810,NAN,2.000,10.0
5,8730.0,R,1.974,18.7,2.000,10.0
5,8810.0,R,1.981,18.3,2.000,10.0
5,8900.0,R,1.987,18.2,2.000,10.0
5,8990.0,R,1.989,18.3,2.000,10.0
5,9080.0,R,1.994,18.6,2.000,10.0
5,9170.0,R,1.997,18.7,2.000,10.0
5,9216.0,W,2.810,NAN,2.000,10.0
5,9260.0,R,2.004,19.0,2.000,10.0
5,9350.0,R,2.007,19.3,2.000,10.0
5,9440.0,R,2.011,19.6,2.000,10.0
5,9530.0,R,2.024,20.3,2.000,10.0
5,9620.0,R,2.036,20.4,2.000,10.0
5,9700.0,R,2.034,20.5,2.000,10.0
5,9727.0,W,3.045,NAN,2.000,10.0
5,9790.0,R,2.028,20.5,2.000,10.0
5,9880.0,R,2.018,20.5,2.000,10.0
5,9970.0,R,2.011,20.4,2.000,10.0
5,10060.0,R,2.008,19.9,2.000,10.0
5,10150.0,R,2.008,18.1,2.000,10.0
5,10240.0,W,3.045,NAN,2.000,10.0
5,10240.0,R,2.025,15.7,2.000,10.0
5,10330.0,R,2.032,13.8,2.000,10.0
5,10420.0,R,2.043,12.7,2.000,10.0
5,10510.0,R,2.016,13.4,2.000,10.0
5,10590.0,R,2.008,14.4,2.000,10.0
5,10680.0,R,2.001,15.8,2.000,10.0
5,10751.0,W,3.045,NAN,2.000,10.0
5,10770.0,R,1.994,16.7,2.000,10.0
5,10860.0,R,1.993,16.7,2.000,10.0
5,10950.0,R,1.997,16.7,2.000,10.0
5,11040.0,R,2.000,16.7,2.000,10.0
5,11130.0,R,2.006,17.3,2.000,10.0
5,11220.0,R,2.006,17.6,2.000,10.0
5,11265.0,W,3.045,NAN,2.000,10.0
5,11310.0,R,2.002,17.9,2.000,10.0
5,11400.0,R,2.000,18.1,2.000,10.0
5,11480.0,R,1.991,18.3,2.000,10.0
5,11570.0,R,1.983,18.4,2.000,10.0
5,11660.0,R,1.980,18.6,2.000,10.0
5,11750.0,R,1.981,18.8,2.000,10.0
5,11775.0,W,2.576,NAN,2.000,10.0
5,11840.0,R,1.981,19.2,2.000,10.0
5,11930.0,R,1.982,19.6,2.000,10.0
5,12020.0,R,1.980,19.8,2.000,10.0
5,12110.0,R,1.980,20.2,2.000,10.0
5,12200.0,R,1.978,20.5,2.000,10.0
5,12280.0,R,1.973,20.4,2.000,10.0
5,12289.0,W,2.810,NAN,2.000,10.0
5,12370.0,R,1.970,20.2,2.000,10.0
5,12460.0,R,1.965,20.0,2.000,10.0
5,12550.0,R,1.963,19.9,2.000,10.0
5,12640.0,R,1.968,20.1,2.000,10.0
5,12730.0,R,1.973,20.3,2.000,10.0
5,12802.0,W,2.576,NAN,2.000,10.0
5,12820.0,R,1.982,21.0,2.000,10.0
5,12910.0,R,1.992,21.3,2.000,10.0
5,13000.0,R,1.996,21.2,2.000,10.0
5,13090.0,R,1.999,21.1,2.000,10.0
5,13170.0,R,2.001,21.0,2.000,10.0
5,13208.0,W,2.576,NAN,2.000,10.0
5,13260.0,R,2.005,20.8,2.000,10.0
5,13350.0,R,2.010,20.6,2.000,10.0
5,13440.0,R,2.014,20.2,2.000,10.0
5,13530.0,R,2.017,19.8,2.000,10.0
5,13620.0,R,2.023,18.7,2.000,10.0
5,13710.0,R,2.029,18.1,2.000,10.0
5,13721.0,W,2.576,NAN,2.000,10.0
5,13800.0,R,2.032,18.0,2.000,10.0
5,13890.0,R,2.031,17.9,2.000,10.0
5,13980.0,R,2.032,17.9,2.000,10.0
5,14060.0,R,2.032,17.9,2.000,10.0
5,14150.0,R,2.030,17.7,2.000,10.0
5,14233.0,W,2.576,NAN,2.000,10.0
5,14240.0,R,2.030,17.8,2.000,10.0
5,14330.0,R,2.031,17.8,2.000,10.0
5,14420.0,R,2.030,17.9,2.000,10.0
5,14510.0,R,2.030,18.2,2.000,10.0
5,14600.0,R,2.032,18.4,2.000,10.0
5,14690.0,R,2.033,18.8,2.000,10.0
5,14744.0,W,2.576,NAN,2.000,10.0
5,14780.0,R,2.034,19.3,2.000,10.0
5,14870.0,R,2.030,20.6,2.000,10.0
5,14950.0,R,2.030,21.5,2.000,10.0
5,15040.0,R,2.027,21.4,2.000,10.0
5,15130.0,R,2.030,21.2,2.000,10.0
5,15220.0,R,2.030,20.9,2.000,10.0
5,15257.0,W,2.576,NAN,2.000,10.0
5,15310.0,R,2.031,20.5,2.000,10.0
5,15400.0,R,2.032,21.1,2.000,10.0
5,15490.0,R,2.030,21.2,2.000,10.0
5,15580.0,R,2.030,21.1,2.000,10.0
5,15670.0,R,2.029,20.8,2.000,10.0
5,15760.0,R,2.030,20.6,2.000,10.0
5,15769.0,W,2.810,NAN,2.000,10.0
5,15840.0,R,2.034,20.4,2.000,10.0
5,15930.0,R,2.037,20.2,2.000,10.0
5,16020.0,R,2.040,20.1,2.000,10.0
5,16110.0,R,2.041,20.2,2.000,10.0
5,16200.0,R,2.048,20.3,2.000,10.0
5,16281.0,W,2.810,NAN,2.000,10.0
5,16290.0,R,2.052,20.6,2.000,10.0
5,16380.0,R,2.055,21.1,2.000,10.0
5,16470.0,R,2.058,22.1,2.000,10.0
5,16560.0,R,2.064,22.7,2.000,10.0
5,16650.0,R,2.070,23.1,2.000,10.0
5,16730.0,R,2.073,23.1,2.000,10.0
5,16792.0,W,2.810,NAN,2.000,10.0
5,16820.0,R,2.078,23.1,2.000,10.0
5,16910.0,R,2.081,23.2,2.000,10.0
5,17000.0,R,2.081,23.3,2.000,10.0
5,17090.0,R,2.080,23.4,2.000,10.0
5,17180.0,R,2.078,23.4,2.000,10.0
5,17202.0,W,2.811,NAN,2.000,10.0
5,17270.0,R,2.078,22.9,2.000,10.0
5,17360.0,R,2.078,22.4,2.000,10.0
5,17450.0,R,2.079,22.1,2.000,10.0
5,17540.0,R,2.075,22.0,2.000,10.0
5,17620.0,R,2.073,22.0,2.000,10.0
5,17710.0,R,2.070,21.9,2.000,10.0
5,17715.0,W,2.810,NAN,2.000,10.0
5,17800.0,R,2.067,22.0,2.000,10.0
5,17890.0,R,2.064,22.1,2.000,10.0
5,17980.0,R,2.062,22.3,2.000,10.0
5,18070.0,R,2.059,22.4,2.000,10.0
5,18160.0,R,2.057,22.5,2.000,10.0
5,18226.0,W,2.576,NAN,2.000,10.0
5,18250.0,R,2.057,22.5,2.000,10.0
5,18340.0,R,2.057,22.5,2.000,10.0
5,18430.0,R,2.059,22.4,2.000,10.0
5,18510.0,R,2.060,22.4,2.000,10.0
5,18600.0,R,2.061,22.4,2.000,10.0
5,18690.0,R,2.059,22.5,2.000,10.0
5,18753.0,W,2.576,NAN,2.000,10.0
5,18780.0,R,2.056,22.6,2.000,10.0
5,18870.0,R,2.055,22.6,2.000,10.0
5,18960.0,R,2.056,22.7,2.000,10.0
5,19050.0,R,2.058,22.8,2.000,10.0
5,19140.0,R,2.059,22.9,2.000,10.0
5,19230.0,R,2.061,22.9,2.000,10.0
5,19250.0,W,2.576,NAN,2.000,10.0
5,19320.0,R,2.061,22.8,2.000,10.0
5,19400.0,R,2.060,22.8,2.000,10.0
5,19490.0,R,2.060,23.2,2.000,10.0
5,19580.0,R,2.061,23.5,2.000,10.0
5,19670.0,R,2.061,23.3,2.000,10.0
5,19760.0,R,2.062,22.9,2.000,10.0
5,19763.0,W,2.811,NAN,2.000,10.0
5,19850.0,R,2.064,22.4,2.000,10.0
5,19940.0,R,2.066,22.0,2.000,10.0
5,20030.0,R,2.068,21.6,2.000,10.0
5,20120.0,R,2.072,20.8,2.000,10.0
5,20210.0,R,2.075,20.6,2.000,10.0
5,20274.0,W,3.045,NAN,2.000,10.0
5,20290.0,R,2.077,20.4,2.000,10.0
5,20380.0,R,2.076,20.2,2.000,10.0
5,20470.0,R,2.075,20.3,2.000,10.0
5,20560.0,R,2.081,20.5,2.000,10.0
5,20650.0,R,2.087,20.6,2.000,10.0
5,20740.0,R,2.092,20.5,2.000,10.0
5,20786.0,W,3.045,NAN,2.000,10.0
5,20830.0,R,2.096,20.5,2.000,10.0
5,20920.0,R,2.099,20.5,2.000,10.0
5,21010.0,R,2.101,20.4,2.000,10.0
5,21100.0,R,2.103,20.3,2.000,10.0
5,21180.0,R,2.102,20.2,2.000,10.0
5,21270.0,R,2.099,20.1,2.000,10.0
5,21301.0,W,3.045,NAN,2.000,10.0
5,21360.0,R,2.097,20.1,2.000,10.0
5,21450.0,R,2.089,20.2,2.000,10.0
5,21540.0,R,2.082,20.2,2.000,10.0
5,21630.0,R,2.074,20.3,2.000,10.0
5,21707.0,W,3.045,NAN,2.000,10.0
5,21720.0,R,2.068,20.5,2.000,10.0
5,21810.0,R,2.065,20.8,2.000,10.0
5,21900.0,R,2.064,21.0,2.000,10.0
5,21980.0,R,2.066,20.9,2.000,10.0
5,22070.0,R,2.068,20.7,2.000,10.0
5,22160.0,R,2.067,20.4,2.000,10.0
5,22220.0,W,3.045,NAN,2.000,10.0
5,22250.0,R,2.070,20.0,2.000,10.0
5,22340.0,R,2.076,18.9,2.000,10.0
5,22430.0,R,2.082,17.7,2.000,10.0
5,22520.0,R,2.078,17.1,2.000,10.0
5,22610.0,R,2.076,17.1,2.000,10.0
5,22700.0,R,2.074,17.2,2.000,10.0
5,22732.0,W,3.045,NAN,2.000,10.0
5,22790.0,R,2.070,17.4,2.000,10.0
5,22870.0,R,2.066,17.8,2.000,10.0
5,22960.0,R,2.061,18.2,2.000,10.0
5,23050.0,R,2.057,18.6,2.000,10.0
5,23140.0,R,2.057,18.8,2.000,10.0
5,23230.0,R,2.055,19.1,2.000,10.0
5,23244.0,W,3.045,NAN,2.000,10.0
5,23320.0,R,2.049,19.8,2.000,10.0
5,23410.0,R,2.032,22.2,2.000,10.0
5,23500.0,R,2.008,27.4,2.000,10.0
5,23590.0,R,2.000,31.9,2.000,10.0
5,23680.0,R,1.993,29.0,2.000,10.0
5,23755.0,W,3.045,NAN,2.000,10.0
5,23756.0,R,1.997,27.0,2.000,10.0
5,23850.0,R,2.027,22.5,2.000,10.0
5,23940.0,R,2.070,18.8,2.000,10.0
5,24030.0,R,2.080,17.9,2.000,10.0
5,24120.0,R,2.079,17.8,2.000,10.0
5,24210.0,R,2.081,17.9,2.000,10.0
5,24268.0,W,3.045,NAN,2.000,10.0
5,24300.0,R,2.083,17.9,2.000,10.0
5,24390.0,R,2.091,17.9,2.000,10.0
5,24480.0,R,2.100,17.5,2.000,10.0
5,24570.0,R,2.107,16.9,2.000,10.0
5,24650.0,R,2.116,16.1,2.000,10.0
5,24740.0,R,2.124,15.8,2.000,10.0
5,24780.0,W,3.045,NAN,2.000,10.0
5,24830.0,R,2.126,16.3,2.000,10.0
5,24920.0,R,2.114,16.7,2.000,10.0
5,25010.0,R,2.107,16.6,2.000,10.0
5,25100.0,R,2.113,15.6,2.000,10.0
5,25190.0,R,2.116,15.3,2.000,10.0
5,25280.0,R,2.119,15.1,2.000,10.0
5,25291.0,W,3.045,NAN,2.000,10.0
5,25370.0,R,2.117,15.2,2.000,10.0
5,25460.0,R,2.113,15.5,2.000,10.0
5,25540.0,R,2.108,15.9,2.000,10.0
5,25630.0,R,2.087,17.4,2.000,10.0
5,25702.0,W,3.045,NAN,2.000,10.0
5,25720.0,R,2.070,18.7,2.000,10.0
5,25810.0,R,2.059,20.4,2.000,10.0
5,25900.0,R,2.053,21.8,2.000,10.0
5,25990.0,R,2.052,22.7,2.000,10.0
5,26080.0,R,2.051,23.0,2.000,10.0
5,26170.0,R,2.050,22.8,2.000,10.0
5,26213.0,W,3.279,NAN,2.000,10.0
5,26260.0,R,2.051,22.5,2.000,10.0
5,26350.0,R,2.051,21.5,2.000,10.0
5,26430.0,R,2.055,20.2,2.000,10.0
5,26520.0,R,2.062,17.7,2.000,10.0
5,26610.0,R,2.070,15.8,2.000,10.0
5,26700.0,R,2.080,15.0,2.000,10.0
5,26726.0,W,3.279,NAN,2.000,10.0
5,26790.0,R,2.086,15.0,2.000,10.0
5,26880.0,R,2.087,15.1,2.000,10.0
5,26970.0,R,2.088,15.2,2.000,10.0
5,27060.0,R,2.090,15.3,2.000,10.0
5,27150.0,R,2.092,15.4,2.000,10.0
5,27237.0,W,3.045,NAN,2.000,10.0
5,27237.0,R,2.093,15.6,2.000,10.0
5,27320.0,R,2.094,15.8,2.000,10.0
5,27410.0,R,2.095,16.0,2.000,10.0
5,27500.0,R,2.096,16.0,2.000,10.0
5,27590.0,R,2.097,16.0,2.000,10.0
5,27680.0,R,2.097,16.0,2.000,10.0
5,27749.0,W,3.045,NAN,2.000,10.0
5,27770.0,R,2.095,16.4,2.000,10.0
5,27860.0,R,2.093,17.1,2.000,10.0
5,27950.0,R,2.085,19.1,2.000,10.0
5,28040.0,R,2.076,21.3,2.000,10.0
5,28130.0,R,2.060,24.9,2.000,10.0
5,28210.0,R,2.027,28.5,2.000,10.0
5,28262.0,W,2.810,NAN,2.000,10.0
5,28300.0,R,2.004,31.4,2.000,10.0
5,28390.0,R,2.004,32.0,2.000,10.0
5,28480.0,R,2.008,31.7,2.000,10.0
5,28570.0,R,2.015,30.8,2.000,10.0
5,28660.0,R,2.022,29.9,2.000,10.0
5,28750.0,R,2.025,28.9,2.000,10.0
5,28773.0,W,2.810,NAN,2.000,10.0
5,28840.0,R,2.019,27.0,2.000,10.0
5,28930.0,R,2.020,25.8,2.000,10.0
5,29020.0,R,2.016,24.2,2.000,10.0
5,29100.0,R,2.014,21.8,2.000,10.0
5,29190.0,R,2.006,20.1,2.000,10.0
5,29280.0,R,1.973,18.8,2.000,10.0
5,29286.0,W,2.810,NAN,2.000,10.0
5,29370.0,R,1.941,18.3,2.000,10.0
5,29460.0,R,1.904,17.9,2.000,10.0
5,29550.0,R,1.933,20.0,2.000,10.0
5,29640.0,R,1.955,20.8,2.000,10.0
5,29730.0,R,1.977,20.8,2.000,10.0
5,29797.0,W,3.045,NAN,2.000,10.0
5,29820.0,R,1.993,20.9,2.000,10.0
5,29910.0,R,1.997,21.2,2.000,10.0
5,29990.0,R,1.996,21.4,2.000,10.0
5,30080.0,R,1.994,21.7,2.000,10.0
5,30170.0,R,1.998,23.0,2.000,10.0
5,30207.0,W,3.045,NAN,2.000,10.0
5,30260.0,R,2.005,24.6,2.000,10.0
5,30350.0,R,2.007,25.5,2.000,10.0
5,30440.0,R,1.997,26.6,2.000,10.0
5,30530.0,R,1.993,26.8,2.000,10.0
5,30620.0,R,1.993,26.3,2.000,10.0
5,30710.0,R,1.993,25.5,2.000,10.0
5,30719.0,W,3.045,NAN,2.000,10.0
5,30790.0,R,1.996,24.7,2.000,10.0
5,30880.0,R,2.005,23.0,2.000,10.0
5,30970.0,R,2.021,21.8,2.000,10.0
5,31060.0,R,2.028,21.5,2.000,10.0
5,31150.0,R,2.036,21.3,2.000,10.0
5,31231.0,W,3.045,NAN,2.000,10.0
6,0.0,R,2.186,26.6,2.000,20.0
6,80.0,R,2.183,26.7,2.000,20.0
6,170.0,R,2.183,26.9,2.000,20.0
6,260.0,R,2.182,27.0,2.000,20.0
6,350.0,R,2.182,27.0,2.000,20.0
6,440.0,R,2.182,27.0,2.000,20.0
6,530.0,R,2.182,26.8,2.000,20.0
6,620.0,R,2.182,26.8,2.000,20.0
6,710.0,R,2.182,26.9,2.000,20.0
6,800.0,R,2.183,26.9,2.000,20.0
6,890.0,R,2.183,26.9,2.000,20.0
6,970.0,R,2.184,26.9,2.000,20.0
6,1060.0,R,2.183,26.8,2.000,20.0
6,1150.0,R,2.183,26.7,2.000,20.0
6,1240.0,R,2.182,26.7,2.000,20.0
6,1330.0,R,2.179,26.8,2.000,20.0
6,1420.0,R,2.178,26.9,2.000,20.0
6,1510.0,R,2.174,27.0,2.000,20.0
6,1600.0,R,2.170,27.0,2.000,20.0
6,1690.0,R,2.168,27.0,2.000,20.0
6,1780.0,R,2.162,27.0,2.000,20.0
6,1860.0,R,2.160,27.0,2.000,20.0
6,1950.0,R,2.157,27.0,2.000,20.0
6,2040.0,R,2.158,27.1,2.000,20.0
6,2130.0,R,2.157,27.3,2.000,20.0
6,2175.0,W,4.450,NAN,2.000,20.0
6,2220.0,R,2.156,27.5,2.000,20.0
6,2310.0,R,2.157,27.6,2.000,20.0
6,2400.0,R,2.160,27.7,2.000,20.0
6,2490.0,R,2.161,27.8,2.000,20.0
6,2580.0,R,2.161,27.8,2.000,20.0
6,2670.0,R,2.161,27.8,2.000,20.0
6,2686.0,W,4.684,NAN,2.000,20.0
6,2750.0,R,2.160,28.0,2.000,20.0
6,2840.0,R,2.159,28.1,2.000,20.0
6,2930.0,R,2.159,28.2,2.000,20.0
6,3020.0,R,2.156,28.4,2.000,20.0
6,3110.0,R,2.151,28.5,2.000,20.0
6,3198.0,W,4.450,NAN,2.000,20.0
6,3198.0,R,2.148,28.5,2.000,20.0
6,3290.0,R,2.145,28.6,2.000,20.0
6,3380.0,R,2.145,28.7,2.000,20.0
6,3470.0,R,2.144,28.7,2.000,20.0
6,3560.0,R,2.142,28.5,2.000,20.0
6,3640.0,R,2.142,28.3,2.000,20.0
6,3710.0,W,4.450,NAN,2.000,20.0
6,3730.0,R,2.140,28.0,2.000,20.0
6,3820.0,R,2.136,28.0,2.000,20.0
6,3910.0,R,2.130,28.1,2.000,20.0
6,4000.0,R,2.121,28.4,2.000,20.0
6,4090.0,R,2.114,28.7,2.000,20.0
6,4180.0,R,2.112,28.8,2.000,20.0
6,4223.0,W,4.684,NAN,2.000,20.0
6,4270.0,R,2.106,29.0,2.000,20.0
6,4360.0,R,2.101,28.9,2.000,20.0
6,4450.0,R,2.100,28.8,2.000,20.0
6,4530.0,R,2.099,28.7,2.000,20.0
6,4620.0,R,2.097,28.6,2.000,20.0
6,4710.0,R,2.099,28.5,2.000,20.0
6,4734.0,W,3.982,NAN,2.000,20.0
6,4800.0,R,2.101,28.5,2.000,20.0
6,4890.0,R,2.102,28.5,2.000,20.0
6,4980.0,R,2.102,28.6,2.000,20.0
6,5070.0,R,2.105,28.6,2.000,20.0
6,5160.0,R,2.106,28.2,2.000,20.0
6,5246.0,W,4.918,NAN,2.000,20.0
6,5246.0,R,2.107,27.7,2.000,20.0
6,5340.0,R,2.109,27.3,2.000,20.0
6,5420.0,R,2.110,27.0,2.000,20.0
6,5510.0,R,2.113,27.1,2.000,20.0
6,5600.0,R,2.118,27.5,2.000,20.0
6,5690.0,R,2.125,27.9,2.000,20.0
6,5761.0,W,5.621,NAN,2.000,20.0
6,5780.0,R,2.156,28.8,2.000,20.0
6,5870.0,R,2.182,29.5,2.000,20.0
6,5960.0,R,2.204,29.9,2.000,20.0
6,6050.0,R,2.206,30.0,2.000,20.0
6,6140.0,R,2.207,30.1,2.000,20.0
6,6230.0,R,2.205,30.3,2.000,20.0
6,6271.0,W,3.747,NAN,2.000,20.0
6,6310.0,R,2.201,30.5,2.000,20.0
6,6400.0,R,2.200,30.6,2.000,20.0
6,6490.0,R,2.200,30.5,2.000,20.0
6,6580.0,R,2.199,30.4,2.000,20.0
6,6670.0,R,2.198,30.2,2.000,20.0
6,6680.0,W,3.513,NAN,2.000,20.0
6,6760.0,R,2.197,29.9,2.000,20.0
6,6850.0,R,2.196,29.6,2.000,20.0
6,6940.0,R,2.195,29.2,2.000,20.0
6,7030.0,R,2.193,29.0,2.000,20.0
6,7110.0,R,2.191,29.0,2.000,20.0
6,7192.0,W,3.045,NAN,2.000,20.0
6,7200.0,R,2.188,28.9,2.000,20.0
6,7290.0,R,2.188,28.8,2.000,20.0
6,7380.0,R,2.190,28.7,2.000,20.0
6,7470.0,R,2.190,28.7,2.000,20.0
6,7560.0,R,2.189,28.8,2.000,20.0
6,7650.0,R,2.187,29.0,2.000,20.0
6,7704.0,W,3.279,NAN,2.000,20.0
6,7740.0,R,2.184,29.2,2.000,20.0
6,7830.0,R,2.182,29.3,2.000,20.0
6,7920.0,R,2.181,29.3,2.000,20.0
6,8010.0,R,2.182,29.4,2.000,20.0
6,8090.0,R,2.181,29.7,2.000,20.0
6,8180.0,R,2.185,30.6,2.000,20.0
6,8215.0,W,3.045,NAN,2.000,20.0
6,8270.0,R,2.197,30.6,2.000,20.0
6,8360.0,R,2.198,30.4,2.000,20.0
6,8450.0,R,2.198,30.2,2.000,20.0
6,8540.0,R,2.200,30.1,2.000,20.0
6,8630.0,R,2.201,30.0,2.000,20.0
6,8720.0,R,2.200,30.0,2.000,20.0
6,8728.0,W,3.045,NAN,2.000,20.0
6,8810.0,R,2.197,30.1,2.000,20.0
6,8890.0,R,2.196,30.1,2.000,20.0
6,8980.0,R,2.193,30.0,2.000,20.0
6,9070.0,R,2.192,29.9,2.000,20.0
6,9160.0,R,2.190,29.9,2.000,20.0
6,9240.0,W,3.747,NAN,2.000,20.0
6,9250.0,R,2.187,30.4,2.000,20.0
6,9340.0,R,2.183,30.9,2.000,20.0
6,9430.0,R,2.180,31.5,2.000,20.0
6,9520.0,R,2.178,31.9,2.000,20.0
6,9610.0,R,2.179,32.1,2.000,20.0
6,9700.0,R,2.179,32.4,2.000,20.0
6,9752.0,W,3.982,NAN,2.000,20.0
6,9780.0,R,2.175,32.8,2.000,20.0
6,9870.0,R,2.171,33.1,2.000,20.0
6,9960.0,R,2.166,33.4,2.000,20.0
6,10050.0,R,2.162,33.7,2.000,20.0
6,10140.0,R,2.158,33.9,2.000,20.0
6,10230.0,R,2.158,33.9,2.000,20.0
6,10264.0,W,3.982,NAN,2.000,20.0
6,10320.0,R,2.158,33.8,2.000,20.0
6,10410.0,R,2.160,33.8,2.000,20.0
6,10500.0,R,2.161,33.6,2.000,20.0
6,10590.0,R,2.161,33.4,2.000,20.0
6,10670.0,R,2.161,32.7,2.000,20.0
6,10674.0,W,3.045,NAN,2.000,20.0
6,10760.0,R,2.160,32.1,2.000,20.0
6,10850.0,R,2.161,31.5,2.000,20.0
6,10940.0,R,2.159,30.9,2.000,20.0
6,11030.0,R,2.161,30.6,2.000,20.0
6,11120.0,R,2.160,30.7,2.000,20.0
6,11188.0,W,3.045,NAN,2.000,20.0
6,11210.0,R,2.160,30.8,2.000,20.0
6,11300.0,R,2.162,30.8,2.000,20.0
6,11390.0,R,2.163,30.9,2.000,20.0
6,11480.0,R,2.165,30.9,2.000,20.0
6,11560.0,R,2.165,31.0,2.000,20.0
6,11650.0,R,2.165,31.1,2.000,20.0
6,11697.0,W,2.811,NAN,2.000,20.0
6,11740.0,R,2.164,31.0,2.000,20.0
6,11830.0,R,2.164,30.9,2.000,20.0
6,11920.0,R,2.162,30.9,2.000,20.0
6,12010.0,R,2.160,30.8,2.000,20.0
6,12100.0,R,2.158,30.9,2.000,20.0
6,12190.0,R,2.157,30.9,2.000,20.0
6,12209.0,W,2.810,NAN,2.000,20.0
